	index	Dataset	Unit Id	Title Id	Title	Snippet Id	Snippet	Overlapping Snippet	Snippet Relevance Score	Number of Relevant Mentions	Overall Sentiment-Intensity	Relevant Mention	Relevant Mention Score	Positive Sentiment	Negative Sentiment	Neutral Sentiment	High Intensity	Low Intensity	Medium Intensity	Title Snippet Index
93	93	DS1	219	8453	Australian blitz on fish poaching	7-NonOver	`` We are talking about large-scale commercial operations rather than simply subsistence fishing , '' Macdonald said in a statement , indicating that fifteen of the boats were large vessels with ice for storage .	0	0.55	5	1.0			0.4850712501	0.7276068751	0.4850712501	0.0	0.6	0.8	7
94	94	DS1	210	8496	Norwegian whaling season starts with highest quota in a decade	8-Over	Norway is the only country in the world to allow commercial whaling .	1	0.47	4	1.0			0.4850712501	0.7276068751	0.4850712501	0.2294157339	0.6882472016	0.6882472016	8
95	95	DS1	198	28661	Greenpeace activists clash with Japanese whaling fleet in Southern Ocean	4-Over	The Japanese whaling fleet has an expected catch of over 900 minke whales -- more than double its previous catch .	1	0.28	3	1.0			0.4850712501	0.7276068751	0.4850712501	0.4850712501	0.7276068751	0.4850712501	4
96	96	DS1	167	31479	Rescue teams try to save London whale	6-Over	The breathing rate of the whale was around four inhalations per minute .	1	0.13	1	1.0			0.4472135955	0.0	0.894427191	0.0	0.894427191	0.4472135955	6
97	97	DS1	53	120875	500 stranded melon-headed whales rescued in Philippine bay	24-NonOver	`` We are trying to come up with a possible explanation to this unusual occurrence .	0	0.1	1	1.0			0.4472135955	0.0	0.894427191	0.1690308509	0.8451542547	0.5070925528	24
98	98	DS1	188	28687	Japanese whaling ship to dock in Hobart	7-Over	`` The Australian Government does have control over port authorities and we believe it does have the possibility to refuse to allow the ship to be refuelled , '' he said .	1	0.48	7	1.0			0.4364357805	0.2182178902	0.8728715609	0.2294157339	0.6882472016	0.6882472016	7
99	99	DS1	212	8496	Norwegian whaling season starts with highest quota in a decade	12-Over	The economic argument is that whaling provides employment and economic stimulant for fishery , logistic , restaurant and other related industries in developed countries .	1	0.13	2	1.0			0.4264014327	0.6396021491	0.6396021491	0.0	0.7071067812	0.7071067812	12
100	100	DS1	185	31648	Greenpeace, Sea Shepherds end Southern Ocean whaling protest	7-Over	Greenpeace New Zealand whales campaigner , Pia Mancia , said the two ships exposed the reality of the Japanese commercial whaling operation to the world .	1	0.43	5	1.0			0.4264014327	0.6396021491	0.6396021491	0.1961161351	0.7844645406	0.5883484054	7
101	101	DS1	126	101383	Protester says Japanese whalers shot him	5-NonOver	Watson told Australian radio : `` It bruised my shoulder but it would have hit my heart if I did n't have the vest '' .	0	0.48	5	1.0			0.4264014327	0.6396021491	0.6396021491	0.4082482905	0.8164965809	0.4082482905	5
102	102	DS1	52	120875	500 stranded melon-headed whales rescued in Philippine bay	10-NonOver	`` It looked like they never wanted to leave .	0	0.1	1	1.0			0.4264014327	0.6396021491	0.6396021491	0.1414213562	0.9899494937	0.0	10
103	103	DS1	36	139305	Humpback whale found dead in River Thames, England	7-Over	There were no subsequent sightings of the whale until Saturday morning , when the humpback whale 's carcass was found near Dartford Bridge .	1	0.94	7	1.0			0.4264014327	0.6396021491	0.6396021491	0.4082482905	0.4082482905	0.8164965809	7
104	104	DS1	193	28661	Greenpeace activists clash with Japanese whaling fleet in Southern Ocean	17-Over	The Institute of Cetacean Research say their research does not involve illegal whaling .	1	0.18	1	1.0			0.4082482905	0.4082482905	0.8164965809	0.0	0.8574929257	0.5144957554	17
105	105	DS1	265	29729	Southern Ocean whale slaughter to resume	28-Over	Japan 's Fisheries Agency , which conducts the whaling , said the claim was a tactic by Sea Shepherd to try to raise the stakes for extra publicity .	1	0.11	1	1.0			0.4082482905	0.4082482905	0.8164965809	0.1961161351	0.7844645406	0.5883484054	28
106	106	DS1	181	31008	Australians unite against whaling in Southern Ocean	4-Over	The day of action was being marked to protest the actions of the fleet which protesters believe violate the 1986 International Whaling Commission ( IWC ) global ban on commercial whaling .	1	0.29	6	1.0			0.4082482905	0.4082482905	0.8164965809	0.1961161351	0.5883484054	0.7844645406	4
107	107	DS1	40	139305	Humpback whale found dead in River Thames, England	14-Over	There have only been 12 strandings of humpback whales in the last 20 years and this is an incredibly unusual event . ''	1	0.35	1	1.0			0.4082482905	0.4082482905	0.8164965809	0.1825741858	0.3651483717	0.9128709292	14
108	108	DS1	63	149645	48 whales beached in New Zealand	4-Over	The pilot whales beached themselves at Port Levy on South Island , but dozens of volunteers helped to try and get them back out to the open water out of the inlet , which is muddy and shallow .	1	0.38	5	1.0			0.4082482905	0.4082482905	0.8164965809	0.1825741858	0.9128709292	0.3651483717	4
109	109	DS1	46	163255	Whaling activist arrested by Japan	8-NonOver	A member of the Sea Shepherd Conservation Society , Paul Watson , captain of another anti-whaling vessel , said that he thought the arrest of Bethune would provide greater support for their actions .	0	0.93	7	1.0			0.4082482905	0.4082482905	0.8164965809	0.0	0.7071067812	0.7071067812	8
110	110	DS1	1	32104	Anti-whaling Sea Shepherd crew detained in South Africa	6-NonOver	A SAMSA official said the ship did not have the required certification .	0	0.07	2	1.0			0.4082482905	0.8164965809	0.4082482905	0.0	0.9899494937	0.1414213562	6
111	111	DS1	229	7290	13 pilot whales returning to sea, off Western Australia	9-NonOver	`` The vet has checked them all and given them some antibiotics yesterday , last thing before dark , '' he had told the Australian national broadcaster .	0	0.12	1	1.0			0.3939192986	0.0	0.91914503	0.0	0.9701425001	0.242535625	9
112	112	DS1	85	87842	Japan backs down from hunting Humpback whales	11-NonOver	A Japanese government spokesman says Friday 's decision was made after talks with the International Whaling Commission , which is currently chaired by the United States .	0	0.44	5	1.0			0.3939192986	0.0	0.91914503	0.1104315261	0.9938837347	0.0	11
113	113	DS1	227	8453	Australian blitz on fish poaching	18-Over	The Northern Territory Fisheries Minister , Kon Vatskalis , on ABC Radio asked the Federal Government to commit the same level of resources permanently .	1	0.1	1	1.0			0.3713906764	0.0	0.9284766909	0.0	0.9863939238	0.1643989873	18
114	114	DS1	267	29729	Southern Ocean whale slaughter to resume	12-NonOver	He said Greenpeace will continue its high-speed tailing for as long as it takes .	0	0.1	1	1.0			0.3713906764	0.0	0.9284766909	0.0	0.9284766909	0.3713906764	12
115	115	DS1	170	31479	Rescue teams try to save London whale	12-Over	Mark Stevens , a member of the British Divers Marine Life Rescue team reported on the situation live on TV using a mobile phone , direct from the scene where he was standing in the water .	1	0.08	2	1.0			0.3713906764	0.0	0.9284766909	0.0	0.9284766909	0.3713906764	12
116	116	DS1	187	31648	Greenpeace, Sea Shepherds end Southern Ocean whaling protest	18-Over	The Japanese say their whale cull is scientific research and that they will continue their whaling .	1	0.26	2	1.0			0.3713906764	0.5570860145	0.7427813527	0.174077656	0.6963106238	0.6963106238	18
117	117	DS1	24	31648	Greenpeace, Sea Shepherds end Southern Ocean whaling protest	26-Over	It is this aspect of the program which is often inaccurately sensationalised as illegal commercial whaling , reads a statement on their website .	1	0.07	1	1.0			0.3713906764	0.5570860145	0.7427813527	0.0	0.894427191	0.4472135955	26
118	118	DS1	179	28661	Greenpeace activists clash with Japanese whaling fleet in Southern Ocean	15-Over	Japan 's scientific whaling has been the subject of repeated criticism by the International Whaling Commission .	1	0.33	4	1.0			0.3713906764	0.9284766909	0.0	0.0	0.9284766909	0.3713906764	15
119	119	DS1	249	31462	Experts fear for the health of London whale	7-Over	According to blogger Andrew ( eyedropper.co.uk ) , a BBC picture editor , if the whale should die it would be up to Admiral the Lord Boyce GCB OBE ` to arrange for a tooth to be extracted and sent to the Natural History Museum , and a proper burial to be made ' .	1	0.18	1	1.0			0.3651483717	0.1825741858	0.9128709292	0.0	0.8574929257	0.5144957554	7
120	120	DS1	35	139305	Humpback whale found dead in River Thames, England	5-Over	The first and only reported sighting of the whale was on Thursday when it was spotted in the same river , between the London districts of Northfleet and Tilbury .	1	0.34	7	1.0			0.3651483717	0.1825741858	0.9128709292	0.0	0.7071067812	0.7071067812	5
121	121	DS1	4	43426	IWC passes pro-whaling resolution after close vote	17-Over	A paragraph within the declaration passed at the IWC meeting suggested that a number of international NGOs with self-interest campaigns were using threats in an attempt to direct government policy `` on matters of sovereign rights related to the use of resources for food security and national development '' .	1	0.22	2	1.0			0.3651483717	0.9128709292	0.1825741858	0.1825741858	0.3651483717	0.9128709292	17
122	122	DS1	29	31648	Greenpeace, Sea Shepherds end Southern Ocean whaling protest	25-Over	The ICR say they `` do not , in any way , involve illegal whaling ... under the IWC 's no waste rules the by-products of the research program , including whale meat , are required so far as practicable to be processed .	1	0.1	1	1.0			0.3481553119	0.8703882798	0.3481553119	0.1561737619	0.9370425713	0.3123475238	25
123	123	DS1	11	139305	Humpback whale found dead in River Thames, England	10-NonOver	Rob Deaville , a zoologist at the society said : `` Once [ whales ] get into the river system it is very difficult for them to get out again .	0	0.72	4	1.0			0.3244428423	0.8111071057	0.4866642634	0.3333333333	0.6666666667	0.6666666667	10
124	124	DS1	77	88610	Sperm whale stranded off coast of Florida in the US	11-Over	In the past 10 years , two dead whales washed up on the western shores of Florida .	1	0.38	2	1.0			0.3015113446	0.9045340337	0.3015113446	0.1360827635	0.9525793444	0.272165527	11
125	125	DS1	127	101383	Protester says Japanese whalers shot him	22-Over	Two Sea Shepherd protesters were taken hostage in January after they boarded a Japanese harpoon ship , the Yushin Maru No. 2 , and Australia later brokered their release .	1	0.1	1	1.0			0.3015113446	0.9045340337	0.3015113446	0.1360827635	0.272165527	0.9525793444	22
126	126	DS1	42	163255	Whaling activist arrested by Japan	5-Over	The arrest has generated great publicity in Japan , where public opinion is generally in favor of whaling , and the Sea Shepherd Conservation Society is consistently criticized .	1	0.46	3	1.0			0.3015113446	0.9045340337	0.3015113446	0.15430335	0.6172133998	0.7715167498	5
127	127	DS1	199	28661	Greenpeace activists clash with Japanese whaling fleet in Southern Ocean	16-Over	The Japanese Institute of Cetacean Research , claim the amount of scientific data gathered by Japan 's research program ( JARPAII ) is extensive and that Japan 's whale research programs are conducted in accordance with the International Convention for the Regulation of Whaling .	1	0.21	5	1.0			0.2747211279	0.0	0.9615239476	0.1561737619	0.9370425713	0.3123475238	16
128	128	DS1	3	43426	IWC passes pro-whaling resolution after close vote	5-Over	The vote does not directly enable a return to commercial whaling , as that would require a three quarters majority , but is significant in being the first time that a major vote at the IWC has sided with the pro-whaling nations in two decades .	1	0.9	11	1.0			0.2672612419	0.5345224838	0.8017837257	0.0	0.7071067812	0.7071067812	5
129	129	DS1	153	25940	"Japan to hunt 950 whales for ""scientific research"""	20-Over	International Fund for Animal Welfare condemns what it calls a `` mass killing program -- a defiance of international criticism and a global ban on commercial whaling -- as commercial whaling disguised as science . ''	1	0.72	12	1.0			0.2672612419	0.8017837257	0.5345224838	0.9428090416	0.2357022604	0.2357022604	20
130	130	DS1	253	30046	Indonesian fishermen jailed for fishing offences in Australian waters	16-Over	Three of the captains have been caught fishing in Australian waters before between 1997 and 2004 .	1	0.36	4	1.0			0.2672612419	0.8017837257	0.5345224838	0.5773502692	0.5773502692	0.5773502692	16
131	131	DS1	7	31550	London whale dies	5-Over	The death of the whale saved the rescue team from having to decide whether it was advisable to release the whale in such a weak condition .	1	0.48	2	1.0			0.2672612419	0.8017837257	0.5345224838	0.0	0.894427191	0.4472135955	5
132	132	DS1	161	31479	Rescue teams try to save London whale	5-Over	Experts then tried to evaluate the condition of the whale by performing ultrasound checks to see how much blubber and blood the whale has , and by taking some blood tests .	1	0.42	7	1.0			0.242535625	0.0	0.9701425001	0.0	0.9701425001	0.242535625	5
133	133	DS1	79	87842	Japan backs down from hunting Humpback whales	10-Over	`` I think the Japanese government found that they could not defend the killing of humpback whales , which are listed under appendix A of the CITES convention , which is the international trade on endangered species convention . ''	1	0.39	4	1.0			0.242535625	0.9701425001	0.0	0.3015113446	0.3015113446	0.9045340337	10
134	134	DS1	211	8496	Norwegian whaling season starts with highest quota in a decade	5-NonOver	Environmental activists from groups such as Greenpeace have denounced the increase .	0	0.28	2	1.0			0.2357022604	0.9428090416	0.2357022604	0.2672612419	0.5345224838	0.8017837257	5
135	135	DS1	272	29729	Southern Ocean whale slaughter to resume	14-Over	`` The [ Japanese ] fleet is clearly embarrassed by having their actions exposed to the world , since the spotlight on their activities shows what it really is - commercial whaling with a very thin disguise . ''	1	0.23	2	1.0			0.2357022604	0.9428090416	0.2357022604	0.2357022604	0.9428090416	0.2357022604	14
136	136	DS1	275	30046	Indonesian fishermen jailed for fishing offences in Australian waters	9-NonOver	He says their actions are a serious breach of fisheries laws .	0	0.36	2	1.0			0.2357022604	0.9428090416	0.2357022604	0.2357022604	0.2357022604	0.9428090416	9
137	137	DS1	141	29729	Southern Ocean whale slaughter to resume	6-Over	The activists aim to stop the Japanese whaling fleet as it tries to catch nearly 1000 whales for what is claimed to be scientific research .	1	0.31	2	1.0			0.2294157339	0.6882472016	0.6882472016	0.0	0.6	0.8	6
138	138	DS1	165	31479	Rescue teams try to save London whale	13-Over	At one point he asked the BBC to tell their helicopter to fly higher , as the noise made the whale 's breathing rate temporarily go up .	1	0.38	4	1.0			0.2294157339	0.6882472016	0.6882472016	0.0	0.8	0.6	13
139	139	DS1	238	12184	International Whaling Commission adjourns for private talks	6-NonOver	The three countries are expected to follow Japan 's pro-whaling line .	0	0.19	3	1.0			0.2182178902	0.8728715609	0.4364357805	0.0	0.9284766909	0.3713906764	6
140	140	DS1	106	48098	Confrontation between Greenpeace and fishermen off Marseille	4-Over	The fishermen encircled the Rainbow Warrior II , leaving her only the room to receive supply from the land by means of small boats .	1	0.29	4	1.0			0.2182178902	0.8728715609	0.4364357805	0.2294157339	0.6882472016	0.6882472016	4
141	141	DS1	101	101383	Protester says Japanese whalers shot him	14-Over	Japan also told the Australian Embassy that one of the crew members of the Nisshin Maru had fired a warning shot in the air .	1	0.28	6	1.0			0.2182178902	0.8728715609	0.4364357805	0.2294157339	0.6882472016	0.6882472016	14
142	142	DS1	200	28661	Greenpeace activists clash with Japanese whaling fleet in Southern Ocean	6-NonOver	Fin whales are the second largest creatures on earth .	0	0.14	1	1.0			0.1961161351	0.0	0.9805806757	0.0	0.894427191	0.4472135955	6
143	143	DS1	252	30046	Indonesian fishermen jailed for fishing offences in Australian waters	15-Over	The captains were fined between $ 9,000 and $ 15,000 for fishing and taking trochus shell from Australian waters off the north-west coast last month .	1	0.83	9	1.0			0.1961161351	0.5883484054	0.7844645406	0.0	0.7071067812	0.7071067812	15
144	144	DS1	27	31648	Greenpeace, Sea Shepherds end Southern Ocean whaling protest	14-Over	Protesters spent much of their time in the Southern Ocean in inflatable Zodiac boats , placing themselves precariously between harpoons and whales .	1	0.61	6	1.0			0.1961161351	0.5883484054	0.7844645406	0.1825741858	0.9128709292	0.3651483717	14
145	145	DS1	125	101383	Protester says Japanese whalers shot him	8-NonOver	David Page , the ship 's doctor , was filmed by the Sea Shepherd group prying a bullet from Watsons 's Kevlar vest , and said `` You have been hit by a bullet '' .	0	0.58	8	1.0			0.1961161351	0.7844645406	0.5883484054	0.6396021491	0.4264014327	0.6396021491	8
146	146	DS1	103	101383	Protester says Japanese whalers shot him	11-Over	Glenn Inwood , spokesman for the Japanese whalers , told ABC Radio : `` Any claim from Paul Watson that he was fired at with a gun and has a bullet lodged in his bulletproof vest is absolutely false . ''	1	0.94	12	1.0			0.1961161351	0.7844645406	0.5883484054	0.6396021491	0.6396021491	0.4264014327	11
147	147	DS1	108	88610	Sperm whale stranded off coast of Florida in the US	5-Over	Currently it is swimming in just nine feet of water less than half a mile off shore and officials are determining how to proceed with the situation .	1	0.23	5	1.0			0.1924500897	0.1924500897	0.9622504486	0.0	0.9863939238	0.1643989873	5
148	148	DS1	26	31648	Greenpeace, Sea Shepherds end Southern Ocean whaling protest	23-Over	The Japan Whaling Association ( JWA ) , which promotes and protects Japan 's whaling culture says , `` The moratorium on commercial whaling is an anomaly . ''	1	0.1	3	1.0			0.1825741858	0.3651483717	0.9128709292	0.0	0.9899494937	0.1414213562	23
149	149	DS1	22	31648	Greenpeace, Sea Shepherds end Southern Ocean whaling protest	24-NonOver	Japan 's Institute of Cetacean Research ( ICR ) says the whale research programs are conducted in accordance with the International Convention for the Regulation of Whaling .	0	0.14	2	1.0			0.1825741858	0.3651483717	0.9128709292	0.0	0.9486832981	0.316227766	24
150	150	DS1	116	43426	IWC passes pro-whaling resolution after close vote	8-NonOver	Japan and Iceland have hunted a number of Minke whales every year under an exemption for ` scientific whaling ' .	0	0.08	1	1.0			0.1825741858	0.3651483717	0.9128709292	0.0	0.9899494937	0.1414213562	8
151	151	DS1	93	84170	Japan fishermen clash with surfers over 2007 dolphin hunt	6-NonOver	The dolphins are diverted from their migration route by banging metal rods .	0	0.22	1	1.0			0.1825741858	0.3651483717	0.9128709292	0.0	0.9486832981	0.316227766	6
152	152	DS1	10	139305	Humpback whale found dead in River Thames, England	11-Over	Further tests are still pending and may provide additional information about what happened to this whale . ''	1	0.31	2	1.0			0.1825741858	0.3651483717	0.9128709292	0.0	0.9486832981	0.316227766	11
153	153	DS1	62	149645	48 whales beached in New Zealand	11-Over	Locals are expected to bury the dead whales this afternoon .	1	0.15	2	1.0			0.1825741858	0.3651483717	0.9128709292	0.0	0.9486832981	0.316227766	11
154	154	DS1	65	120875	500 stranded melon-headed whales rescued in Philippine bay	23-Over	This is the first time that such large numbers of dolphins had been stranded in the Philippines .	1	0.72	6	1.0			0.1825741858	0.9128709292	0.3651483717	0.1825741858	0.3651483717	0.9128709292	23
155	155	DS1	189	28687	Japanese whaling ship to dock in Hobart	10-Over	Japan claims that its whaling activities in the Southern Ocean are for scientific purposes , and reject suggestions that the catch is commercial .	1	0.29	2	1.0			0.174077656	0.6963106238	0.6963106238	0.1690308509	0.8451542547	0.5070925528	10
156	156	DS1	278	30046	Indonesian fishermen jailed for fishing offences in Australian waters	8-Over	Department officer Chris Mitchell says the fishermen had traversed 200 miles of Commonwealth waters and were inside the three nautical mile state limit when they were caught .	1	0.4	3	1.0			0.174077656	0.6963106238	0.6963106238	0.1690308509	0.8451542547	0.5070925528	8
157	157	DS1	136	58447	Ship accident in Norwegian sea causes environmental catastrophe	4-NonOver	The oil reached land a short time after the breakdown .	0	0.22	2	1.0			0.174077656	0.6963106238	0.6963106238	0.1561737619	0.9370425713	0.3123475238	4
158	158	DS1	33	43426	IWC passes pro-whaling resolution after close vote	23-Over	The IWC has historically always voted against pro-whaling motions by a majority of around ten votes , but the number of members favoring a return to commercial whaling has increased in recent years , with Japan persuading several new countries to join the IWC , including many that have never done any whaling at all .	1	0.56	9	1.0			0.1690308509	0.5070925528	0.8451542547	0.1690308509	0.5070925528	0.8451542547	23
159	159	DS1	39	139305	Humpback whale found dead in River Thames, England	13-NonOver	He also commented : `` Preliminary results from the post-mortem examination indicate that it may have died as a result of starvation .	0	0.12	1	1.0			0.1690308509	0.5070925528	0.8451542547	0.1561737619	0.9370425713	0.3123475238	13
160	160	DS1	264	29729	Southern Ocean whale slaughter to resume	4-NonOver	However they expect a resumption of whaling and protest activity soon .	0	0.64	5	1.0			0.1690308509	0.8451542547	0.5070925528	0.3481553119	0.8703882798	0.3481553119	4
161	161	DS1	89	32104	Anti-whaling Sea Shepherd crew detained in South Africa	13-NonOver	This means the ship allegedly does not comply with the International Ship and Port Facility Security Code ( ISPS Code ) - a comprehensive set of measures to enhance the security of ships and port facilities .	0	0.1	1	1.0			0.1690308509	0.8451542547	0.5070925528	0.0	0.9922778767	0.1240347346	13
162	162	DS1	91	32104	Anti-whaling Sea Shepherd crew detained in South Africa	16-NonOver	However , Captain Paul Watson says political pressure from Japan is behind the detention of the boat .	0	0.21	2	1.0			0.1690308509	0.8451542547	0.5070925528	0.1240347346	0.9922778767	0.0	16
163	163	DS1	175	29729	Southern Ocean whale slaughter to resume	24-Over	Sea Shepherd had requested the presence of the Australian navy to monitor events in the Southern Ocean .	1	0.41	4	1.0			0.1643989873	0.0	0.9863939238	0.0	1.0	0.0	24
164	164	DS1	113	120875	500 stranded melon-headed whales rescued in Philippine bay	8-NonOver	`` This type of whale can be easily mistaken for dolphins because of their size and their teeth , which resemble those of dolphins .	0	0.19	2	1.0			0.1643989873	0.0	0.9863939238	0.0	0.8	0.6	8
165	165	DS1	262	18187	Greenpeace tries to thwart Chesapeake Bay fishing fleet	12-NonOver	The bay oyster population has suffered drastic declines from disease over the last two decades .	0	0.09	1	1.0			0.1643989873	0.9863939238	0.0	0.4364357805	0.2182178902	0.8728715609	12
166	166	DS1	256	18187	Greenpeace tries to thwart Chesapeake Bay fishing fleet	14-Over	Greenpeace says the species is near historic lows and predators that depend on the fish as a food source , such as striped bass , show signs of suffering from malnutrition and poor body condition .	1	0.57	2	1.0			0.1643989873	0.9863939238	0.0	0.0	0.3713906764	0.9284766909	14
167	167	DS1	154	25940	"Japan to hunt 950 whales for ""scientific research"""	7-Over	`` It 's time for the Japanese Government to respect the rest of the world - It 's time to stop whaling . ''	1	0.41	2	1.0			0.1643989873	0.9863939238	0.0	0.0	0.0	1.0	7
168	168	DS1	58	149645	48 whales beached in New Zealand	6-Over	This is the third mass stranding on the country 's coast this summer ; 125 pilot whales died in the two other beachings earlier , and another 43 were re-floated out to the ocean .	1	0.48	4	1.0			0.1643989873	0.9863939238	0.0	0.3713906764	0.0	0.9284766909	6
169	169	DS1	226	8453	Australian blitz on fish poaching	9-NonOver	Fishing by some Indonesian peoples has occurred legitimately in the area between the two nations for hundreds of years before European colonization .	0	0.19	1	1.0			0.1622214211	0.1622214211	0.9733285268	0.0	1.0	0.0	9
170	170	DS1	235	12184	International Whaling Commission adjourns for private talks	5-NonOver	Nauru , The Gambia , and Togo applied to join the commission last week , but have no voting rights until their membership payments are cleared , which could happen any time during the IWC meeting .	0	0.1	1	1.0			0.1622214211	0.1622214211	0.9733285268	0.0	0.9486832981	0.316227766	5
171	171	DS1	5	123451	One day after attempted rescue, six stranded whales die on Australian beach	10-Over	Almost 500 whales have died in five mass beachings over the last five months .	1	0.3	3	1.0			0.1622214211	0.9733285268	0.1622214211	0.4264014327	0.6396021491	0.6396021491	10
172	172	DS1	72	123451	One day after attempted rescue, six stranded whales die on Australian beach	13-Over	Scientists can not explain what draws whales so close to shore .	1	0.22	3	1.0			0.1561737619	0.3123475238	0.9370425713	0.1240347346	0.9922778767	0.0	13
173	173	DS1	205	28661	Greenpeace activists clash with Japanese whaling fleet in Southern Ocean	5-Over	The fleet - owned by Kyodo Senpaku and part-owned by Nissui , Japan 's second-largest marine products firm - is also targeting endangered fin whales for what they claim is a scientific program .	1	0.08	2	1.0			0.1561737619	0.9370425713	0.3123475238	0.5570860145	0.7427813527	0.3713906764	5
174	174	DS1	12	123451	One day after attempted rescue, six stranded whales die on Australian beach	6-NonOver	Three died of natural causes Wednesday , and the other three were shot by veterinarians due to their poor condition .	0	0.35	3	1.0			0.1561737619	0.9370425713	0.3123475238	0.5070925528	0.8451542547	0.1690308509	6
175	175	DS1	48	120875	500 stranded melon-headed whales rescued in Philippine bay	25-NonOver	It could be that the dolphins had lost their bearings and inadvertently ended up on the shallow portion of the coast unable to extricate themselves , '' said Dr Lemuel Aragones , Associate Professor at the UP Institute of Environmental Science and Meteorology .	0	0.09	3	1.0			0.1474419562	0.8846517369	0.4423258685	0.15430335	0.7715167498	0.6172133998	25
176	176	DS1	73	123451	One day after attempted rescue, six stranded whales die on Australian beach	7-Over	About 180 volunteers , wildlife officers and veterinarians participated in the Tuesday rescue effort , but officials said there had always been a risk that the whales could be stranded again .	1	0.3	3	1.0			0.1474419562	0.8846517369	0.4423258685	0.15430335	0.6172133998	0.7715167498	7
177	177	DS1	237	12184	International Whaling Commission adjourns for private talks	7-NonOver	The 66 member body is currently evenly split between pro- and anti-whaling countries .	0	0.58	5	1.0			0.1414213562	0.0	0.9899494937	0.0	0.9486832981	0.316227766	7
178	178	DS1	132	120875	500 stranded melon-headed whales rescued in Philippine bay	36-Over	`` The two animals were identified as melon-headed dolphins , weighing about 250 to 300 kilograms ( 550 to 660 pounds ) , '' explained Venturina , adding `` the third dolphin was only a month old and measured barely a meter long .	1	0.19	3	1.0			0.1414213562	0.0	0.9899494937	0.0	0.9899494937	0.1414213562	36
179	179	DS1	155	25940	"Japan to hunt 950 whales for ""scientific research"""	29-Over	He argues that Japan 's plans to double its whale take are an abuse of its legal right .	1	0.21	3	1.0			0.1414213562	0.9899494937	0.0	0.4082482905	0.4082482905	0.8164965809	29
180	180	DS1	110	88610	Sperm whale stranded off coast of Florida in the US	10-Over	It is rare for a Sperm whale to come to shore .	1	0.58	4	1.0			0.1400280084	0.1400280084	0.9801960588	0.0	0.9615239476	0.2747211279	10
181	181	DS1	94	84170	Japan fishermen clash with surfers over 2007 dolphin hunt	8-Over	Television crews and campaigners opposed to the culling were prevented by fishermen and local police from filming these activities .	1	0.22	3	1.0			0.1400280084	0.9801960588	0.1400280084	0.1690308509	0.8451542547	0.5070925528	8
182	182	DS1	59	149645	48 whales beached in New Zealand	8-Over	`` We thought everything was OK , we checked them in the boat and then we woke up this morning and saw a whole lot on the beach here . ''	1	0.29	1	1.0			0.1400280084	0.9801960588	0.1400280084	0.0	0.894427191	0.4472135955	8
183	183	DS1	31	43426	IWC passes pro-whaling resolution after close vote	20-Over	Dr. Joth Singh from the International Fund for Animal Welfare ( IFAW ) said , `` after losing on every single proposal they brought to this meeting , the whaling countries and their supporters cooked up a non-binding statement , sprang it on the commission and pushed it to a vote - they want to kill whales , and they 're willing to kill the Commission to do it . ''	1	0.08	1	1.0			0.1240347346	0.9922778767	0.0	0.9615239476	0.0	0.2747211279	20
184	184	DS1	60	149645	48 whales beached in New Zealand	9-Over	Campbell also commented that the whales were up to five metres ( seventeen feet ) long , and some of the calves were between a metre and a metre and a half ( three to five feet ) long .	1	0.24	2	1.0			0.1104315261	0.0	0.9938837347	0.0	1.0	0.0	9
185	185	DS1	75	88610	Sperm whale stranded off coast of Florida in the US	13-Over	Sperm whales are the most common of all the whales in the Gulf of Mexico .	1	0.51	4	1.0			0.0	0.0	1.0	0.0	0.9701425001	0.242535625	13
186	186	DS1	54	120875	500 stranded melon-headed whales rescued in Philippine bay	14-Over	The whales were about 200 meters from the shore .	1	0.73	6	1.0			0.0	0.0	1.0	0.0	0.894427191	0.4472135955	14
187	187	DS1	215	8453	Australian blitz on fish poaching	8-Over	Two boats each had one tonne of fish , and shark fin . ]	1	0.1	1	1.0			0.0	0.1643989873	0.9863939238	0.0	0.9863939238	0.1643989873	8
188	188	DS1	240	18187	Greenpeace tries to thwart Chesapeake Bay fishing fleet	4-Over	Greenpeace arrived with four fast moving out-board motor boats , manned by thirteen activists , who attempted to drive away the fish .	1	0.55	8	1.0			0.0	0.1643989873	0.9863939238	0.0	0.8	0.6	4
189	189	DS1	217	8453	Australian blitz on fish poaching	12-NonOver	At time of writing , it has not been ascertained whether the currently detained vessels were fishing in such `` traditional '' waters or not , or whether they were operated by crews who would have traditional fishing rights , if they had been in compliance with the MOU .	0	0.19	2	1.0			0.0	0.1961161351	0.9805806757	0.0	0.7071067812	0.7071067812	12
190	190	DS1	248	31462	Experts fear for the health of London whale	6-Over	The whale has already been partly beached on a few occasions , but each time has managed to free itself .	1	0.18	1	1.0			0.0	0.1961161351	0.9805806757	0.2357022604	0.9428090416	0.2357022604	6
191	191	DS1	257	18187	Greenpeace tries to thwart Chesapeake Bay fishing fleet	18-Over	They are also against an encroachment by Omega into Chesapeake waters .	1	0.29	1	1.0			0.0	0.2747211279	0.9615239476	0.0	0.894427191	0.4472135955	18
192	192	DS1	18	31648	Greenpeace, Sea Shepherds end Southern Ocean whaling protest	22-NonOver	Japan says it 's too early to tell what effect Greenpeace has had on its current research mission .	0	0.42	1	1.0			0.0	0.316227766	0.9486832981	0.0	0.9899494937	0.1414213562	22
