Index,Job Id,Unit Id,Title Id,Title,Snippet Id,Snippet,Overlapping Snippet,Snippet Relevance Score,Number of Relevant Mentions,Overall Sentiment-Intensity,Relevant Mention,Relevant Mention Score,Positive Sentiment,Negative Sentiment,Neutral Sentiment,High Intensity,Low Intensity,Medium Intensity
,91,28,31648,"Greenpeace, Sea Shepherds end Southern Ocean whaling protest",6-Over,Greenpeace say they will now switch the focus of the campaign to shed light on the corporate entities behind the commercial whaling industry .,1,,5,0,shed light on the corporate entities behind the commercial whaling industry,0.15,0.5070925528,0.1690308509,0.8451542547,0.1400280084,0.9801960588,0.1400280084
,91,28,31648,"Greenpeace, Sea Shepherds end Southern Ocean whaling protest",6-Over,Greenpeace say they will now switch the focus of the campaign to shed light on the corporate entities behind the commercial whaling industry .,1,,5,0,Greenpeace say they will now switch the focus of the campaign,0.15,0.3123475238,0.1561737619,0.9370425713,0,0.9615239476,0.2747211279
,91,28,31648,"Greenpeace, Sea Shepherds end Southern Ocean whaling protest",6-Over,Greenpeace say they will now switch the focus of the campaign to shed light on the corporate entities behind the commercial whaling industry .,1,,5,0,whaling,0.3,0.1400280084,0.1400280084,0.9801960588,0,0.9615239476,0.2747211279
,91,29,31648,"Greenpeace, Sea Shepherds end Southern Ocean whaling protest",25-Over,"The ICR say they `` do not , in any way , involve illegal whaling ... under the IWC 's no waste rules the by-products of the research program , including whale meat , are required so far as practicable to be processed .",1,,1,0,whaling,1,0.3713906764,0.5570860145,0.7427813527,0.174077656,0.6963106238,0.6963106238
,91,66,120875,500 stranded melon-headed whales rescued in Philippine bay,6-Over,"With great difficulty , the emergency team has waded into the chest-deep water , clapping their hands and hitting the surface to guide and drive the whales farther away from the coastal shore to deeper waters .",1,,7,0,whales,0.71,0.1240347346,0,0.9922778767,0,0.9922778767,0.1240347346
,91,66,120875,500 stranded melon-headed whales rescued in Philippine bay,6-Over,"With great difficulty , the emergency team has waded into the chest-deep water , clapping their hands and hitting the surface to guide and drive the whales farther away from the coastal shore to deeper waters .",1,,7,0,emergency team,0.47,0.5570860145,0.3713906764,0.7427813527,0.1561737619,0.9370425713,0.3123475238
,91,66,120875,500 stranded melon-headed whales rescued in Philippine bay,6-Over,"With great difficulty , the emergency team has waded into the chest-deep water , clapping their hands and hitting the surface to guide and drive the whales farther away from the coastal shore to deeper waters .",1,,7,0,chest-deep,0.24,0.3123475238,0.1561737619,0.9370425713,0,0.9922778767,0.1240347346
,91,66,120875,500 stranded melon-headed whales rescued in Philippine bay,6-Over,"With great difficulty , the emergency team has waded into the chest-deep water , clapping their hands and hitting the surface to guide and drive the whales farther away from the coastal shore to deeper waters .",1,,7,0,drive the whales farther away from the coastal shore to deeper waters,0.24,0.8703882798,0.3481553119,0.3481553119,0.3481553119,0.8703882798,0.3481553119
,91,66,120875,500 stranded melon-headed whales rescued in Philippine bay,6-Over,"With great difficulty , the emergency team has waded into the chest-deep water , clapping their hands and hitting the surface to guide and drive the whales farther away from the coastal shore to deeper waters .",1,,7,0,drive the whales,0.24,0.8703882798,0.3481553119,0.3481553119,0.3123475238,0.9370425713,0.1561737619
,91,66,120875,500 stranded melon-headed whales rescued in Philippine bay,6-Over,"With great difficulty , the emergency team has waded into the chest-deep water , clapping their hands and hitting the surface to guide and drive the whales farther away from the coastal shore to deeper waters .",1,,7,0,to deeper waters,0.24,0.6963106238,0.174077656,0.6963106238,0.1690308509,0.8451542547,0.5070925528
,91,66,120875,500 stranded melon-headed whales rescued in Philippine bay,6-Over,"With great difficulty , the emergency team has waded into the chest-deep water , clapping their hands and hitting the surface to guide and drive the whales farther away from the coastal shore to deeper waters .",1,,7,0,to guide and drive the whales farther away from the coastal shore to deeper waters,0.24,0.894427191,0,0.4472135955,0.5773502692,0.5773502692,0.5773502692
,91,67,43426,IWC passes pro-whaling resolution after close vote,14-Over,Greenpeace activist Adele blogged the news from their Stockholm office expressing reservations over the legitimacy of the vote saying it would `` change little or nothing '' as previous votes had already been passed in favour of the anti-whaling group of countries .,1,,5,0,vote,0.45,0,0.5144957554,0.8574929257,0,0.8574929257,0.5144957554
,91,67,43426,IWC passes pro-whaling resolution after close vote,14-Over,Greenpeace activist Adele blogged the news from their Stockholm office expressing reservations over the legitimacy of the vote saying it would `` change little or nothing '' as previous votes had already been passed in favour of the anti-whaling group of countries .,1,,5,0,reservations over the legitimacy of the vote saying it would,0.45,0,0.9899494937,0.1414213562,0.1961161351,0.5883484054,0.7844645406
,91,67,43426,IWC passes pro-whaling resolution after close vote,14-Over,Greenpeace activist Adele blogged the news from their Stockholm office expressing reservations over the legitimacy of the vote saying it would `` change little or nothing '' as previous votes had already been passed in favour of the anti-whaling group of countries .,1,,5,0,previous votes had already been passed in favour,0.45,0.8164965809,0.4082482905,0.4082482905,0,0.5144957554,0.8574929257
,91,67,43426,IWC passes pro-whaling resolution after close vote,14-Over,Greenpeace activist Adele blogged the news from their Stockholm office expressing reservations over the legitimacy of the vote saying it would `` change little or nothing '' as previous votes had already been passed in favour of the anti-whaling group of countries .,1,,5,0,the vote saying it would change little or nothing,0.45,0,0.9899494937,0.1414213562,0.1622214211,0.1622214211,0.9733285268
,91,67,43426,IWC passes pro-whaling resolution after close vote,14-Over,Greenpeace activist Adele blogged the news from their Stockholm office expressing reservations over the legitimacy of the vote saying it would `` change little or nothing '' as previous votes had already been passed in favour of the anti-whaling group of countries .,1,,5,0,previous votes had already been passed in favour of the anti-whaling group of countries,0.45,0.9128709292,0.1825741858,0.3651483717,0,0.316227766,0.9486832981
,92,115,120875,500 stranded melon-headed whales rescued in Philippine bay,18-NonOver,"They were making hooting sounds , '' Joson explained the mass beaching .",0,,1,0,mass beaching,1,0,0.9284766909,0.3713906764,0.2182178902,0.4364357805,0.8728715609
,92,114,120875,500 stranded melon-headed whales rescued in Philippine bay,31-Over,She cited the PMMSN training received by BFAR officers in Bataan during Tuesday 's mass beaching .,1,,2,0,mass beaching,0.89,0,0.5144957554,0.8574929257,0.1825741858,0.9128709292,0.3651483717
,92,114,120875,500 stranded melon-headed whales rescued in Philippine bay,31-Over,She cited the PMMSN training received by BFAR officers in Bataan during Tuesday 's mass beaching .,1,,2,0,Bataan,0.45,0,0.1414213562,0.9899494937,0,0.9486832981,0.316227766
,92,117,43426,IWC passes pro-whaling resolution after close vote,11-NonOver,"However , the whale meat from scientific whaling catches is usually sold commercially in order to fund the research .",0,,1,0,whaling,1,0.1825741858,0.3651483717,0.9128709292,0.1622214211,0.9733285268,0.1622214211
,92,116,43426,IWC passes pro-whaling resolution after close vote,8-NonOver,Japan and Iceland have hunted a number of Minke whales every year under an exemption for ` scientific whaling ' .,0,,1,0,whaling,1,0,0.5144957554,0.8574929257,0,0.9486832981,0.316227766
,92,110,88610,Sperm whale stranded off coast of Florida in the US,10-Over,It is rare for a Sperm whale to come to shore .,1,,4,0,Sperm whale,0.85,0.1240347346,0,0.9922778767,0,1,0
,92,110,88610,Sperm whale stranded off coast of Florida in the US,10-Over,It is rare for a Sperm whale to come to shore .,1,,4,0,shore,0.43,0,0,1,0,1,0
,92,110,88610,Sperm whale stranded off coast of Florida in the US,10-Over,It is rare for a Sperm whale to come to shore .,1,,4,0,come to shore,0.21,0.1240347346,0,0.9922778767,0,1,0
,92,110,88610,Sperm whale stranded off coast of Florida in the US,10-Over,It is rare for a Sperm whale to come to shore .,1,,4,0,It is rare for a Sperm whale to come to shore,0.21,0.1400280084,0.1400280084,0.9801960588,0,0.9615239476,0.2747211279
,92,113,120875,500 stranded melon-headed whales rescued in Philippine bay,8-NonOver,"`` This type of whale can be easily mistaken for dolphins because of their size and their teeth , which resemble those of dolphins .",0,,2,0,dolphins,0.71,0,0,1,0,0.9284766909,0.3713906764
,92,113,120875,500 stranded melon-headed whales rescued in Philippine bay,8-NonOver,"`` This type of whale can be easily mistaken for dolphins because of their size and their teeth , which resemble those of dolphins .",0,,2,0,whale,0.71,0,0.1643989873,0.9863939238,0,0.9284766909,0.3713906764
,92,158,25940,"Japan to hunt 950 whales for ""scientific research""",27-Over,He has advised that the Australian Government has very strong grounds to take Japan to in the International Law of the Sea to stop `` scientific '' whaling .,1,,3,0,scientific whaling,0.69,0.6396021491,0.4264014327,0.6396021491,0.1961161351,0.7844645406,0.5883484054
,92,158,25940,"Japan to hunt 950 whales for ""scientific research""",27-Over,He has advised that the Australian Government has very strong grounds to take Japan to in the International Law of the Sea to stop `` scientific '' whaling .,1,,3,0,Japan,0.69,0.1622214211,0.1622214211,0.9733285268,0,0.9486832981,0.316227766
,92,158,25940,"Japan to hunt 950 whales for ""scientific research""",27-Over,He has advised that the Australian Government has very strong grounds to take Japan to in the International Law of the Sea to stop `` scientific '' whaling .,1,,3,0,Japan to in the International Law of the Sea to stop scientific whaling,0.23,0.8164965809,0.4082482905,0.4082482905,0.1961161351,0.5883484054,0.7844645406
,92,151,25940,"Japan to hunt 950 whales for ""scientific research""",24-NonOver,Let 's be under no illusion -- this is commercial whaling in disguise .,0,,4,0,commercial whaling,0.5,0,0.8574929257,0.5144957554,0.1961161351,0.5883484054,0.7844645406
,92,151,25940,"Japan to hunt 950 whales for ""scientific research""",24-NonOver,Let 's be under no illusion -- this is commercial whaling in disguise .,0,,4,0,illusion,0.5,0.1961161351,0.5883484054,0.7844645406,0.1622214211,0.9733285268,0.1622214211
,92,151,25940,"Japan to hunt 950 whales for ""scientific research""",24-NonOver,Let 's be under no illusion -- this is commercial whaling in disguise .,0,,4,0,whaling,0.5,0.1825741858,0.9128709292,0.3651483717,0.1414213562,0.9899494937,0
,92,151,25940,"Japan to hunt 950 whales for ""scientific research""",24-NonOver,Let 's be under no illusion -- this is commercial whaling in disguise .,0,,4,0,in disguise,0.5,0.1825741858,0.9128709292,0.3651483717,0.1961161351,0.7844645406,0.5883484054
,92,150,25940,"Japan to hunt 950 whales for ""scientific research""",12-NonOver,"In December , the Sea Shepherd Conservation Society will engage the Japanese whaling fleet in the Southern Ocean Whale Sanctuary .",0,,1,0,Japanese whaling fleet,1,0,0.1414213562,0.9899494937,0,0.9899494937,0.1414213562
,92,99,101383,Protester says Japanese whalers shot him,25-NonOver,"Last month Australia released film of whale slaughter taken from its customs ship , the Oceanic Viking , and said the footage could be used in a potential international legal challenge to Japan 's whaling activities .",0,,3,0,whale,0.58,0.123091491,0.123091491,0.9847319278,0,0.91914503,0.3939192986
,92,99,101383,Protester says Japanese whalers shot him,25-NonOver,"Last month Australia released film of whale slaughter taken from its customs ship , the Oceanic Viking , and said the footage could be used in a potential international legal challenge to Japan 's whaling activities .",0,,3,0,Japan,0.58,0,0.242535625,0.9701425001,0.1104315261,0.9938837347,0
,92,99,101383,Protester says Japanese whalers shot him,25-NonOver,"Last month Australia released film of whale slaughter taken from its customs ship , the Oceanic Viking , and said the footage could be used in a potential international legal challenge to Japan 's whaling activities .",0,,3,0,whaling,0.58,0.1360827635,0.9525793444,0.272165527,0.3244428423,0.8111071057,0.4866642634
,92,155,25940,"Japan to hunt 950 whales for ""scientific research""",29-Over,He argues that Japan 's plans to double its whale take are an abuse of its legal right .,1,,3,0,Japan,0.58,0.1622214211,0.1622214211,0.9733285268,0.1961161351,0.7844645406,0.5883484054
,92,155,25940,"Japan to hunt 950 whales for ""scientific research""",29-Over,He argues that Japan 's plans to double its whale take are an abuse of its legal right .,1,,3,0,whale,0.58,0.316227766,0,0.9486832981,0,0.9486832981,0.316227766
,92,155,25940,"Japan to hunt 950 whales for ""scientific research""",29-Over,He argues that Japan 's plans to double its whale take are an abuse of its legal right .,1,,3,0,whale take,0.58,0.1961161351,0.7844645406,0.5883484054,0.1961161351,0.7844645406,0.5883484054
,92,154,25940,"Japan to hunt 950 whales for ""scientific research""",7-Over,`` It 's time for the Japanese Government to respect the rest of the world - It 's time to stop whaling . '',1,,2,0,whaling,0.71,0.2182178902,0.4364357805,0.8728715609,0,0.6,0.8
,92,154,25940,"Japan to hunt 950 whales for ""scientific research""",7-Over,`` It 's time for the Japanese Government to respect the rest of the world - It 's time to stop whaling . '',1,,2,0,stop whaling,0.71,0.3713906764,0.9284766909,0,0,0,1
,92,80,87842,Japan backs down from hunting Humpback whales,13-Over,"Although Tokyo vigorously defends the whale hunt as scientific research , whale meat - a delicacy in Japan - ends up in supermarkets .",1,,4,0,whale meat,0.5,0,0.1643989873,0.9863939238,0,1,0
,92,80,87842,Japan backs down from hunting Humpback whales,13-Over,"Although Tokyo vigorously defends the whale hunt as scientific research , whale meat - a delicacy in Japan - ends up in supermarkets .",1,,4,0,Tokyo,0.5,0,0,1,0,1,0
,92,80,87842,Japan backs down from hunting Humpback whales,13-Over,"Although Tokyo vigorously defends the whale hunt as scientific research , whale meat - a delicacy in Japan - ends up in supermarkets .",1,,4,0,whale hunt,0.5,0.2294157339,0.6882472016,0.6882472016,0,0.6,0.8
,92,80,87842,Japan backs down from hunting Humpback whales,13-Over,"Although Tokyo vigorously defends the whale hunt as scientific research , whale meat - a delicacy in Japan - ends up in supermarkets .",1,,4,0,Japan,0.5,0,0,1,0,0.9863939238,0.1643989873
,92,156,25940,"Japan to hunt 950 whales for ""scientific research""",21-Over,IFAW urges the Australian Government to take Japan to the international courts to bring this program to an immediate halt .,1,,1,0,Japan,1,0,0.1961161351,0.9805806757,0,1,0
,92,222,8453,Australian blitz on fish poaching,19-NonOver,"`` Provide the extra funding , provide the extra resources to the Navy and the Customs and then they will be able to stop the illegal boats , not only when they run an operation but every day , every week , every month , '' Mr Vatskalis told the ABC .",0,,1,0,stop the illegal boats,1,0.5883484054,0.7844645406,0.1961161351,0.3651483717,0.1825741858,0.9128709292
,92,139,58447,Ship accident in Norwegian sea causes environmental catastrophe,7-NonOver,The spilt oil has covered ground along the coast and is reported to be still spreading .,0,,1,0,spilt oil,1,0,0.91914503,0.3939192986,0,0.8320502943,0.5547001962
,92,227,8453,Australian blitz on fish poaching,18-Over,"The Northern Territory Fisheries Minister , Kon Vatskalis , on ABC Radio asked the Federal Government to commit the same level of resources permanently .",1,,1,0,Fisheries,1,0,0,1,0,1,0
,92,4,43426,IWC passes pro-whaling resolution after close vote,17-Over,A paragraph within the declaration passed at the IWC meeting suggested that a number of international NGOs with self-interest campaigns were using threats in an attempt to direct government policy `` on matters of sovereign rights related to the use of resources for food security and national development '' .,1,,2,0,IWC,0.95,0.1414213562,0,0.9899494937,0,0.8574929257,0.5144957554
,92,4,43426,IWC passes pro-whaling resolution after close vote,17-Over,A paragraph within the declaration passed at the IWC meeting suggested that a number of international NGOs with self-interest campaigns were using threats in an attempt to direct government policy `` on matters of sovereign rights related to the use of resources for food security and national development '' .,1,,2,0,passed,0.32,0.7071067812,0,0.7071067812,0.1622214211,0.9733285268,0.1622214211
,92,7,31550,London whale dies,5-Over,The death of the whale saved the rescue team from having to decide whether it was advisable to release the whale in such a weak condition .,1,,2,0,death of the whale,0.97,0,1,0,0.2357022604,0.9428090416,0.2357022604
,92,7,31550,London whale dies,5-Over,The death of the whale saved the rescue team from having to decide whether it was advisable to release the whale in such a weak condition .,1,,2,0,death of the whale saved the rescue team from having to decide whether it was advisable to release the whale,0.24,0.2357022604,0.2357022604,0.9428090416,0,0.894427191,0.4472135955
,92,132,120875,500 stranded melon-headed whales rescued in Philippine bay,36-Over,"`` The two animals were identified as melon-headed dolphins , weighing about 250 to 300 kilograms ( 550 to 660 pounds ) , '' explained Venturina , adding `` the third dolphin was only a month old and measured barely a meter long .",1,,3,0,two animals were identified,0.41,0,0,1,0,0.9899494937,0.1414213562
,92,132,120875,500 stranded melon-headed whales rescued in Philippine bay,36-Over,"`` The two animals were identified as melon-headed dolphins , weighing about 250 to 300 kilograms ( 550 to 660 pounds ) , '' explained Venturina , adding `` the third dolphin was only a month old and measured barely a meter long .",1,,3,0,melon-headed dolphins,0.82,0,0,1,0,0.9899494937,0.1414213562
,92,132,120875,500 stranded melon-headed whales rescued in Philippine bay,36-Over,"`` The two animals were identified as melon-headed dolphins , weighing about 250 to 300 kilograms ( 550 to 660 pounds ) , '' explained Venturina , adding `` the third dolphin was only a month old and measured barely a meter long .",1,,3,0,the third dolphin,0.41,0,0,1,0,0.9899494937,0.1414213562
,92,131,120875,500 stranded melon-headed whales rescued in Philippine bay,28-NonOver,It is possible that the leader of this dolphin [ pod ] had somehow lost its way .,0,,4,0,pod,0.76,0.1104315261,0,0.9938837347,0,0.9701425001,0.242535625
,92,131,120875,500 stranded melon-headed whales rescued in Philippine bay,28-NonOver,It is possible that the leader of this dolphin [ pod ] had somehow lost its way .,0,,4,0,lost its way,0.38,0,0.91914503,0.3939192986,0.15430335,0.7715167498,0.6172133998
,92,131,120875,500 stranded melon-headed whales rescued in Philippine bay,28-NonOver,It is possible that the leader of this dolphin [ pod ] had somehow lost its way .,0,,4,0,dolphin,0.38,0.1104315261,0,0.9938837347,0,0.9938837347,0.1104315261
,92,131,120875,500 stranded melon-headed whales rescued in Philippine bay,28-NonOver,It is possible that the leader of this dolphin [ pod ] had somehow lost its way .,0,,4,0,had somehow lost its way,0.38,0,0.91914503,0.3939192986,0,0.7071067812,0.7071067812
,92,130,120875,500 stranded melon-headed whales rescued in Philippine bay,27-NonOver,"Like humans , dolphins also follow a ` leader ' of their pod .",0,,1,0,leader,1,0.7071067812,0,0.7071067812,0,0.7071067812,0.7071067812
,92,137,58447,Ship accident in Norwegian sea causes environmental catastrophe,5-NonOver,The entire 25-man crew was brought to land around 9pm by a Sea King-helicopter .,0,,2,0,entire 25-man crew was brought to land around 9pm,0.71,0.9805806757,0,0.1961161351,0.2672612419,0.8017837257,0.5345224838
,92,137,58447,Ship accident in Norwegian sea causes environmental catastrophe,5-NonOver,The entire 25-man crew was brought to land around 9pm by a Sea King-helicopter .,0,,2,0,entire 25-man crew was brought to land,0.71,0.9805806757,0,0.1961161351,0.1961161351,0.9805806757,0
,92,136,58447,Ship accident in Norwegian sea causes environmental catastrophe,4-NonOver,The oil reached land a short time after the breakdown .,0,,2,0,reached land,0.45,0.5570860145,0.3713906764,0.7427813527,0.1240347346,0.9922778767,0
,92,136,58447,Ship accident in Norwegian sea causes environmental catastrophe,4-NonOver,The oil reached land a short time after the breakdown .,0,,2,0,oil,0.89,0.3713906764,0.7427813527,0.5570860145,0.1690308509,0.8451542547,0.5070925528
,92,135,58447,Ship accident in Norwegian sea causes environmental catastrophe,8-Over,A nature reservation area for birds is in imminent danger of pollution .,1,,2,0,nature reservation,0.71,0.3713906764,0,0.9284766909,0,1,0
,92,135,58447,Ship accident in Norwegian sea causes environmental catastrophe,8-Over,A nature reservation area for birds is in imminent danger of pollution .,1,,2,0,imminent danger of pollution,0.71,0,0.9863939238,0.1643989873,0.4850712501,0.7276068751,0.4850712501
,92,134,84170,Japan fishermen clash with surfers over 2007 dolphin hunt,10-Over,"As the demand for whale and dolphin meat for use in sushi has declined , the Government of Japan now has to financially subsidize the industry to support the local economy .",1,,3,0,dolphin,0.58,0.7808688094,0,0.6246950476,0,0.7808688094,0.6246950476
,92,134,84170,Japan fishermen clash with surfers over 2007 dolphin hunt,10-Over,"As the demand for whale and dolphin meat for use in sushi has declined , the Government of Japan now has to financially subsidize the industry to support the local economy .",1,,3,0,Japan,0.58,0.1561737619,0.3123475238,0.9370425713,0,0.9615239476,0.2747211279
,92,134,84170,Japan fishermen clash with surfers over 2007 dolphin hunt,10-Over,"As the demand for whale and dolphin meat for use in sushi has declined , the Government of Japan now has to financially subsidize the industry to support the local economy .",1,,3,0,As the demand for whale and dolphin meat for use in sushi has declined the Government of Japan now has to financially subsidize the industry to support the local economy,0.58,0.7427813527,0.5570860145,0.3713906764,0.3713906764,0.7427813527,0.5570860145
,92,79,87842,Japan backs down from hunting Humpback whales,10-Over,"`` I think the Japanese government found that they could not defend the killing of humpback whales , which are listed under appendix A of the CITES convention , which is the international trade on endangered species convention . ''",1,,4,0,Japanese government,0.28,0,0.242535625,0.9701425001,0,0.9938837347,0.1104315261
,92,79,87842,Japan backs down from hunting Humpback whales,10-Over,"`` I think the Japanese government found that they could not defend the killing of humpback whales , which are listed under appendix A of the CITES convention , which is the international trade on endangered species convention . ''",1,,4,0,killing of humpback whales,0.55,0,0.9938837347,0.1104315261,0.8111071057,0.4866642634,0.3244428423
,92,79,87842,Japan backs down from hunting Humpback whales,10-Over,"`` I think the Japanese government found that they could not defend the killing of humpback whales , which are listed under appendix A of the CITES convention , which is the international trade on endangered species convention . ''",1,,4,0,Japanese government found that they could not defend the killing of humpback whales,0.55,0.242535625,0.9701425001,0,0.4423258685,0.1474419562,0.8846517369
,92,79,87842,Japan backs down from hunting Humpback whales,10-Over,"`` I think the Japanese government found that they could not defend the killing of humpback whales , which are listed under appendix A of the CITES convention , which is the international trade on endangered species convention . ''",1,,4,0,could not defend,0.55,0.1104315261,0.9938837347,0,0.1360827635,0.272165527,0.9525793444
,92,127,101383,Protester says Japanese whalers shot him,22-Over,"Two Sea Shepherd protesters were taken hostage in January after they boarded a Japanese harpoon ship , the Yushin Maru No. 2 , and Australia later brokered their release .",1,,1,0,Japanese harpoon ship,1,0,0.3939192986,0.91914503,0,0.8320502943,0.5547001962
,92,84,87842,Japan backs down from hunting Humpback whales,14-Over,"On Wednesday , Australian Foreign Minister Stephen Smith said bluntly that the Japanese hunt was not science , but `` the slaughter of whales . ''",1,,4,0,Japanese,0.38,0,0.316227766,0.9486832981,0.1825741858,0.9128709292,0.3651483717
,92,84,87842,Japan backs down from hunting Humpback whales,14-Over,"On Wednesday , Australian Foreign Minister Stephen Smith said bluntly that the Japanese hunt was not science , but `` the slaughter of whales . ''",1,,4,0,whales,0.76,0.1622214211,0.1622214211,0.9733285268,0,0.9486832981,0.316227766
,92,84,87842,Japan backs down from hunting Humpback whales,14-Over,"On Wednesday , Australian Foreign Minister Stephen Smith said bluntly that the Japanese hunt was not science , but `` the slaughter of whales . ''",1,,4,0,Japanese hunt,0.38,0.1622214211,0.9733285268,0.1622214211,0.1961161351,0.7844645406,0.5883484054
,92,84,87842,Japan backs down from hunting Humpback whales,14-Over,"On Wednesday , Australian Foreign Minister Stephen Smith said bluntly that the Japanese hunt was not science , but `` the slaughter of whales . ''",1,,4,0,slaughter,0.38,0,1,0,0.7844645406,0.1961161351,0.5883484054
,92,57,149645,48 whales beached in New Zealand,14-Over,Scientists do n't know why the whales become stranded .,1,,1,0,whales become stranded,1,0.4264014327,0.6396021491,0.6396021491,0.3651483717,0.9128709292,0.1825741858
,92,73,123451,"One day after attempted rescue, six stranded whales die on Australian beach",7-Over,"About 180 volunteers , wildlife officers and veterinarians participated in the Tuesday rescue effort , but officials said there had always been a risk that the whales could be stranded again .",1,,3,0,whales,0.8,0,0.1104315261,0.9938837347,0,0.9701425001,0.242535625
,92,73,123451,"One day after attempted rescue, six stranded whales die on Australian beach",7-Over,"About 180 volunteers , wildlife officers and veterinarians participated in the Tuesday rescue effort , but officials said there had always been a risk that the whales could be stranded again .",1,,3,0,stranded,0.53,0,0.91914503,0.3939192986,0.15430335,0.7715167498,0.6172133998
,92,73,123451,"One day after attempted rescue, six stranded whales die on Australian beach",7-Over,"About 180 volunteers , wildlife officers and veterinarians participated in the Tuesday rescue effort , but officials said there had always been a risk that the whales could be stranded again .",1,,3,0,whales could be stranded again,0.27,0,0.91914503,0.3939192986,0.3333333333,0.6666666667,0.6666666667
,92,58,149645,48 whales beached in New Zealand,6-Over,"This is the third mass stranding on the country 's coast this summer ; 125 pilot whales died in the two other beachings earlier , and another 43 were re-floated out to the ocean .",1,,4,0,mass stranding,0.52,0,0.9863939238,0.1643989873,0.6882472016,0.2294157339,0.6882472016
,92,58,149645,48 whales beached in New Zealand,6-Over,"This is the third mass stranding on the country 's coast this summer ; 125 pilot whales died in the two other beachings earlier , and another 43 were re-floated out to the ocean .",1,,4,0,whales,0.26,0,0.1643989873,0.9863939238,0,0.9863939238,0.1643989873
,92,58,149645,48 whales beached in New Zealand,6-Over,"This is the third mass stranding on the country 's coast this summer ; 125 pilot whales died in the two other beachings earlier , and another 43 were re-floated out to the ocean .",1,,4,0,third mass stranding,0.77,0,1,0,0.7276068751,0.4850712501,0.4850712501
,92,58,149645,48 whales beached in New Zealand,6-Over,"This is the third mass stranding on the country 's coast this summer ; 125 pilot whales died in the two other beachings earlier , and another 43 were re-floated out to the ocean .",1,,4,0,two other beachings earlier,0.26,0,0.9863939238,0.1643989873,0.6882472016,0.6882472016,0.2294157339
,92,213,8496,Norwegian whaling season starts with highest quota in a decade,6-Over,"Speaking to the Associated Press , one activist said `` Increased whaling is no solution for the problems along the coast . ''",1,,1,0,Increased whaling,1,0,0.7071067812,0.7071067812,0,0.9805806757,0.1961161351
,92,19,31648,"Greenpeace, Sea Shepherds end Southern Ocean whaling protest",15-NonOver,"They escaped serious injury when the Japanese allegedly rammed their vessel , and when a protester was pulled overboard by a harpoon rope .",0,,3,0,protester,0.58,0,0.5547001962,0.8320502943,0.272165527,0.9525793444,0.1360827635
,92,19,31648,"Greenpeace, Sea Shepherds end Southern Ocean whaling protest",15-NonOver,"They escaped serious injury when the Japanese allegedly rammed their vessel , and when a protester was pulled overboard by a harpoon rope .",0,,3,0,escaped serious injury when the Japanese allegedly rammed their vessel,0.58,0.8846517369,0.4423258685,0.1474419562,0.4866642634,0.3244428423,0.8111071057
,92,19,31648,"Greenpeace, Sea Shepherds end Southern Ocean whaling protest",15-NonOver,"They escaped serious injury when the Japanese allegedly rammed their vessel , and when a protester was pulled overboard by a harpoon rope .",0,,3,0,Japanese allegedly rammed their vessel,0.58,0,0.9938837347,0.1104315261,0.4423258685,0.1474419562,0.8846517369
,92,18,31648,"Greenpeace, Sea Shepherds end Southern Ocean whaling protest",22-NonOver,Japan says it 's too early to tell what effect Greenpeace has had on its current research mission .,0,,1,0,Greenpeace,1,0,0,1,0,1,0
,92,15,123451,"One day after attempted rescue, six stranded whales die on Australian beach",15-Over,"At least one of the whales was attacked by sharks , officials said .",1,,1,0,one of the whales was attacked by sharks,1,0,0.8320502943,0.5547001962,0.5144957554,0.6859943406,0.5144957554
,92,14,123451,"One day after attempted rescue, six stranded whales die on Australian beach",4-Over,"More than 70 of the mammals died , along with four dolphins , but about 10 whales were guided back out to sea by officials from the Australian Department of Environment and Conservation .",1,,4,0,whales were guided back out to sea,0.5,0.9615239476,0,0.2747211279,0.1400280084,0.9801960588,0.1400280084
,92,14,123451,"One day after attempted rescue, six stranded whales die on Australian beach",4-Over,"More than 70 of the mammals died , along with four dolphins , but about 10 whales were guided back out to sea by officials from the Australian Department of Environment and Conservation .",1,,4,0,Australian Department of Environment and Conservation,0.5,0.1240347346,0,0.9922778767,0,0.9615239476,0.2747211279
,92,14,123451,"One day after attempted rescue, six stranded whales die on Australian beach",4-Over,"More than 70 of the mammals died , along with four dolphins , but about 10 whales were guided back out to sea by officials from the Australian Department of Environment and Conservation .",1,,4,0,10 whales,0.5,0,0,1,0,0.9922778767,0.1240347346
,92,14,123451,"One day after attempted rescue, six stranded whales die on Australian beach",4-Over,"More than 70 of the mammals died , along with four dolphins , but about 10 whales were guided back out to sea by officials from the Australian Department of Environment and Conservation .",1,,4,0,mammals died,0.5,0,0.9615239476,0.2747211279,0.3713906764,0.5570860145,0.7427813527
,92,102,101383,Protester says Japanese whalers shot him,18-NonOver,"Japan claimed that four crew members of the Nisshin Maru were injured in the confrontation , but Watson denied this .",0,,3,0,Japan,0.58,0,0,1,0,1,0
,92,102,101383,Protester says Japanese whalers shot him,18-NonOver,"Japan claimed that four crew members of the Nisshin Maru were injured in the confrontation , but Watson denied this .",0,,3,0,crew members,0.58,0,0,1,0,1,0
,92,102,101383,Protester says Japanese whalers shot him,18-NonOver,"Japan claimed that four crew members of the Nisshin Maru were injured in the confrontation , but Watson denied this .",0,,3,0,injured in the confrontation,0.58,0,0.9284766909,0.3713906764,0,0.8,0.6
